"","variable.name","display.section","definition","code.list","lag","source","validity.years","notes","calculation","display.via.web"
"523","e_mdr_pct_rr_ret","Estimates","Estimated percentage of previously treated rifampicin resistant TB cases that have MDR-TB",NA,0,"WHO GTB","2015 - 2019",NA,NA,0
"524","e_mdr_ret_num"," [deprecated variable]","Estimated MDR among retreatment cases, number [deprecated variable]",NA,0,"WHO STB TME","Dropped 2010",NA,NA,0
"525","e_mdr_ret_prct"," [deprecated variable]","Estimated MDR among retreatment cases, percent [deprecated variable]",NA,0,"WHO STB TME","Dropped 2010",NA,NA,0
"526","e_mdr_sp_new_num"," [deprecated variable]","Estimated MDR amongst new smear positive cases, number [deprecated variable]",NA,0,"WHO STB TME","Dropped 2010",NA,NA,0
"527","e_mdr_sp_new_prct"," [deprecated variable]","Estimated MDR amongst new smear positive cases, percent [deprecated variable]",NA,0,"WHO STB TME","Dropped 2010",NA,NA,0
"528","e_mdr_sp_newret_num"," [deprecated variable]","Estimated MDR amongst new and retreatment smear positive cases, number [deprecated variable]",NA,0,"WHO STB TME","Dropped 2010",NA,NA,0
"529","e_mdr_sp_newret_prct"," [deprecated variable]","Estimated MDR amongst new and retreatment smear positive cases, percent [deprecated variable]",NA,0,"WHO STB TME","Dropped 2010",NA,NA,0
"530","e_mdr_sp_ret_num"," [deprecated variable]","Estimated MDR amongst retreatment smear positive cases, number  [deprecated variable]",NA,0,"WHO STB TME","Dropped 2010",NA,NA,0
"531","e_mdr_sp_ret_prct"," [deprecated variable]","Estimated MDR amongst retreatment smear positive cases, percent  [deprecated variable]",NA,0,"WHO STB TME","Dropped 2010",NA,NA,0
"532","e_mort_100k","Estimates","Estimated mortality of TB cases (all forms) per 100 000 population",NA,0,"WHO STB TME",NA,NA,NA,1
"533","e_mort_100k_hi","Estimates","Estimated mortality of TB cases (all forms) per 100 000 population, high bound",NA,0,"WHO STB TME",NA,NA,NA,1
"534","e_mort_100k_lo","Estimates","Estimated mortality of TB cases (all forms) per 100 000 population, low bound",NA,0,"WHO STB TME",NA,NA,NA,1
"535","e_mort_exc_tbhiv_100k","Estimates","Estimated mortality of TB cases (all forms, excluding HIV) per 100 000 population",NA,0,"WHO STB TME",NA,NA,NA,1
"536","e_mort_exc_tbhiv_100k_hi","Estimates","Estimated mortality of TB cases (all forms, excluding HIV), per 100 000 population, high bound",NA,0,"WHO STB TME",NA,NA,NA,1
"537","e_mort_exc_tbhiv_100k_lo","Estimates","Estimated mortality of TB cases (all forms, excluding HIV), per 100 000 population, low bound",NA,0,"WHO STB TME",NA,NA,NA,1
"538","e_mort_exc_tbhiv_num","Estimates","Estimated number of deaths from TB (all forms, excluding HIV)",NA,0,"WHO STB TME",NA,NA,"e_mort_exc_tbhiv_100k * e_pop_num / 100000",1
"539","e_mort_exc_tbhiv_num_hi","Estimates","Estimated number of deaths from TB (all forms, excluding HIV), high bound",NA,0,"WHO STB TME",NA,NA,"e_mort_exc_tbhiv_100k_hi * e_pop_num / 100000",1
"540","e_mort_exc_tbhiv_num_lo","Estimates","Estimated number of deaths from TB (all forms, excluding HIV), low bound",NA,0,"WHO STB TME",NA,NA,"e_mort_exc_tbhiv_100k_lo * e_pop_num / 100000",1
"541","e_mort_nh_f_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female",NA,0,"WHO STB TME",NA,NA,NA,0
"542","e_mort_nh_f_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"543","e_mort_nh_f_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"544","e_mort_nh_f04_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 0 - 4",NA,0,"WHO STB TME",NA,NA,NA,0
"545","e_mort_nh_f04_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 0 - 4 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"546","e_mort_nh_f04_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 0 - 4 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"547","e_mort_nh_f1524_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 15 - 24",NA,0,"WHO STB TME",NA,NA,NA,0
"548","e_mort_nh_f1524_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 15 - 24 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"549","e_mort_nh_f1524_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 15 - 24 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"550","e_mort_nh_f2534_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 25 - 34",NA,0,"WHO STB TME",NA,NA,NA,0
"551","e_mort_nh_f2534_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 25 - 34 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"552","e_mort_nh_f2534_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 25 - 34 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"553","e_mort_nh_f3544_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 35 - 44",NA,0,"WHO STB TME",NA,NA,NA,0
"554","e_mort_nh_f3544_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 35 - 44 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"555","e_mort_nh_f3544_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 35 - 44 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"556","e_mort_nh_f4554_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 45 - 54",NA,0,"WHO STB TME",NA,NA,NA,0
"557","e_mort_nh_f4554_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 45 - 54 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"558","e_mort_nh_f4554_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 45 - 54 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"559","e_mort_nh_f514_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 5 - 14",NA,0,"WHO STB TME",NA,NA,NA,0
"560","e_mort_nh_f514_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 5 - 14 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"561","e_mort_nh_f514_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 5 - 14 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"562","e_mort_nh_f5564_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 55 - 64",NA,0,"WHO STB TME",NA,NA,NA,0
"563","e_mort_nh_f5564_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 55 - 64 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"564","e_mort_nh_f5564_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 55 - 64 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"565","e_mort_nh_f65_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 65+",NA,0,"WHO STB TME",NA,NA,NA,0
"566","e_mort_nh_f65_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 65+ (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"567","e_mort_nh_f65_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are female, age 65+ (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"568","e_mort_nh_m_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male",NA,0,"WHO STB TME",NA,NA,NA,0
"569","e_mort_nh_m_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"570","e_mort_nh_m_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"571","e_mort_nh_m04_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 0 - 4",NA,0,"WHO STB TME",NA,NA,NA,0
"572","e_mort_nh_m04_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 0 - 4 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"573","e_mort_nh_m04_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 0 - 4 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"574","e_mort_nh_m1524_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 15 - 24",NA,0,"WHO STB TME",NA,NA,NA,0
"575","e_mort_nh_m1524_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 15 - 24 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"576","e_mort_nh_m1524_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 15 - 24 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"577","e_mort_nh_m2534_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 25 - 34",NA,0,"WHO STB TME",NA,NA,NA,0
"578","e_mort_nh_m2534_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 25 - 34 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"579","e_mort_nh_m2534_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 25 - 34 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"580","e_mort_nh_m3544_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 35 - 44",NA,0,"WHO STB TME",NA,NA,NA,0
"581","e_mort_nh_m3544_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 35 - 44 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"582","e_mort_nh_m3544_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 35 - 44 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"583","e_mort_nh_m4554_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 45 - 54",NA,0,"WHO STB TME",NA,NA,NA,0
"584","e_mort_nh_m4554_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 45 - 54 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"585","e_mort_nh_m4554_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 45 - 54 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"586","e_mort_nh_m514_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 5 - 14",NA,0,"WHO STB TME",NA,NA,NA,0
"587","e_mort_nh_m514_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 5 - 14 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"588","e_mort_nh_m514_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 5 - 14 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"589","e_mort_nh_m5564_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 55 - 64",NA,0,"WHO STB TME",NA,NA,NA,0
"590","e_mort_nh_m5564_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 55 - 64 (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"591","e_mort_nh_m5564_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 55 - 64 (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"592","e_mort_nh_m65_num","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 65+",NA,0,"WHO STB TME",NA,NA,NA,0
"593","e_mort_nh_m65_num_hi","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 65+ (upper bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"594","e_mort_nh_m65_num_lo","Estimates","Estimated number of TB deaths (excluding TBHIV) that are male, age 65+ (lower bound)",NA,0,"WHO STB TME",NA,NA,NA,0
"595","e_mort_num","Estimates","Estimated number of deaths from TB (all forms)",NA,0,"WHO STB TME",NA,NA,NA,1
"596","e_mort_num_hi","Estimates","Estimated number of deaths from TB (all forms), high bound",NA,0,"WHO STB TME",NA,NA,NA,1
"597","e_mort_num_lo","Estimates","Estimated number of deaths from TB (all forms), low bound",NA,0,"WHO STB TME",NA,NA,NA,1
"598","e_mort_tbhiv_100k","Estimates","Estimated mortality of TB cases who are HIV-positive, per 100 000 population",NA,0,"WHO STB TME",NA,NA,NA,1
"599","e_mort_tbhiv_100k_hi","Estimates","Estimated mortality of TB cases who are HIV-positive, per 100 000 population, high bound",NA,0,"WHO STB TME",NA,NA,NA,1
"600","e_mort_tbhiv_100k_lo","Estimates","Estimated mortality of TB cases who are HIV-positive, per 100 000 population, low bound",NA,0,"WHO STB TME",NA,NA,NA,1
"601","e_mort_tbhiv_num","Estimates","Estimated number of deaths from TB in people who are HIV-positive",NA,0,"WHO STB TME",NA,NA,"e_mort_tbhiv_100k * e_pop_num / 100000",1
"602","e_mort_tbhiv_num_hi","Estimates","Estimated number of deaths from TB in people who are HIV-positive, high bound",NA,0,"WHO STB TME",NA,NA,"e_mort_tbhiv_100k_hi * e_pop_num / 100000",1
"603","e_mort_tbhiv_num_lo","Estimates","Estimated number of deaths from TB in people who are HIV-positive, low bound",NA,0,"WHO STB TME",NA,NA,"e_mort_tbhiv_100k_lo * e_pop_num / 100000",1
"604","e_new_mdr_num","Estimates","Estimated number of MDR-TB cases among notified new pulmonary TB cases",NA,0,"WHO STB TME",NA,NA,"e_new_mdr_prop * (c_new - new_ep)",0
"605","e_new_mdr_num_hi","Estimates","Estimated number of MDR-TB cases among notified new pulmonary TB cases: high bound",NA,0,"WHO STB TME",NA,NA,"e_new_mdr_prop_hi * (c_new - new_ep)",0
"606","e_new_mdr_num_lo","Estimates","Estimated number of MDR-TB cases among notified new pulmonary TB cases: low bound",NA,0,"WHO STB TME",NA,NA,"e_new_mdr_prop_lo * (c_new - new_ep)",0
"607","e_new_mdr_pcnt","Estimates","Estimated percentage of new TB cases with MDR-TB",NA,0,"WHO STB TME",NA,NA,NA,0
"608","e_new_mdr_pcnt_hi","Estimates","Estimated percentage of new TB cases with MDR-TB: high bound",NA,0,"WHO STB TME",NA,NA,NA,0
"609","e_new_mdr_pcnt_lo","Estimates","Estimated percentage of new TB cases with MDR-TB: low bound",NA,0,"WHO STB TME",NA,NA,NA,0
"610","e_new_mdr_prop","Estimates","Estimated proportion of new TB cases with MDR-TB",NA,0,"WHO STB TME",NA,NA,NA,0
"611","e_new_mdr_prop_hi","Estimates","Estimated proportion of new TB cases with MDR-TB: high bound",NA,0,"WHO STB TME",NA,NA,NA,0
"612","e_new_mdr_prop_lo","Estimates","Estimated proportion of new TB cases with MDR-TB: low bound",NA,0,"WHO STB TME",NA,NA,NA,0
"613","e_newret_num","Estimates","Estimated new and retreatment cases, number",NA,0,"WHO STB TME",NA,NA,NA,0
"614","e_pop_f014","Estimates","Estimated population, female, 0-14",NA,0,"UN population division",NA,NA,NA,0
"615","e_pop_f04","Estimates","Estimated population, female, 0-4",NA,0,"UN population division",NA,NA,NA,0
"616","e_pop_f1524","Estimates","Estimated population, female, 15-24",NA,0,"UN population division",NA,NA,NA,0
"617","e_pop_f2534","Estimates","Estimated population, female, 25-34",NA,0,"UN population division",NA,NA,NA,0
"618","e_pop_f3544","Estimates","Estimated population, female, 35-44",NA,0,"UN population division",NA,NA,NA,0
